Product,Product type,Issuer,Product description,GICS sector,GICS industry group,GICS industry,GICS sub-industry,Region,Country
SPGB 1.3 311026 A,Bond,KDOM SPAIN,SPGB 1.3 10/31/26,Utilities,Utilities,Independent Power and Renewable Electricity Produc,Independent Power and Renewable Electricity Produc,Western Europe,ES
SPGB 1.45 300429 A,Bond,KDOM SPAIN,SPGB 1.45 04/30/29,Utilities,Utilities,Independent Power and Renewable Electricity Produc,Independent Power and Renewable Electricity Produc,Western Europe,ES
SPGB 1.45 311027 A,Bond,KDOM SPAIN,SPGB 1.45 10/31/27,Utilities,Utilities,Independent Power and Renewable Electricity Produc,Independent Power and Renewable Electricity Produc,Western Europe,ES
SPOLNO 0.125 030328 S,Bond,SPAREBANK 1 OESTLANDET,SPOLNO 0 1/8 03/03/28,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,Western Europe,NO
SRGIM 2.375 300617 S,Bond,Snam SpA,SRGIM 2 3/8 06/30/17,Utilities,Utilities,Utilities,Utilities,Western Europe,IT
SRO SENIOR,Bond,SRO ISSUER,SRO SENIOR,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
SRO SNRLAC,Bond,SRO ISSUER,SRO SNRLAC,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
SRO SUB,Bond,SRO ISSUER,SRO SUB,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
SSELN 0.875 060925 S,Bond,SSE PLC,SSELN 0 7/8 09/06/25,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,Western Europe,GB
STANLN 1.625 130621 S,Bond,STANDARD CHARTERED PLC,STANLN 1 5/8 06/13/21,Financials,Financials,Financials,Financials,Western Europe,GB
STANLN 1.625 201118 S,Bond,STANDARD CHARTERED PLC,STANLN 1 5/8 11/20/18,Financials,Financials,Financials,Financials,Western Europe,GB
STATK 1.5 260330 S,Bond,STATKRAFT AS,STATK 1 1/2 03/26/30,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
SUMITR 0.0 140920,Bond,No Issuer,SUMITR ECD 0 09/14/20,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,Western Europe,GB
SWED 0.125 090930 S,Bond,KDOM SWEDEN,SWED 0 1/8 09/09/30,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,Western Europe,SE
SWI 4.25% 6/17,Bond,SWITZERLAND,Switzerland -- 4.25% 1997-5.06.17,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,Western Europe,CH
SYNNVX 1.25 100927 S,Bond,SYNGENTA FINANCE NV,SYNNVX 1 1/4 09/10/27,Financials,Financials,Financials,Financials,No Region,No Country
T 0.75 300418,Bond,UNITED STATES,T 0 3/4 04/30/18,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,North America,US
T 0.875 150419,Bond,UNITED STATES,T 0 7/8 04/15/19,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,North America,US
T 0.875 150519,Bond,UNITED STATES,T 0 7/8 05/15/19,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,North America,US
T 1 311217,Bond,UNITED STATES,T 1 12/31/17,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,North America,US
T 1.25 151218,Bond,UNITED STATES,T 1 1/4 12/15/18,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,North America,US
T 1.375 300421,Bond,UNITED STATES,T 1 3/8 04/30/21,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,North America,US
T 1.625 150226,Bond,UNITED STATES,T 1 5/8 02/15/26,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,North America,US
T 1.625 150526,Bond,UNITED STATES,T 1 5/8 05/15/26,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,North America,US
T 1.625 300423,Bond,UNITED STATES,T 1 5/8 04/30/23,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,North America,US
T 1.75 311220,Bond,UNITED STATES,T 1 3/4 12/31/20,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,North America,US
T 2.125 311222,Bond,UNITED STATES,T 2 1/8 12/31/22,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,North America,US
T 2.25 151125,Bond,UNITED STATES,T 2 1/4 11/15/25,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,North America,US
T 2.5 150246,Bond,UNITED STATES,T 2 1/2 02/15/46,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,North America,US
T 2.5 150546,Bond,UNITED STATES,T 2 1/2 05/15/46,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,North America,US
T 2.6 171229,Bond,AT&T INC,T 2.6 12/17/29,Utilities,Utilities,Utilities,Utilities,No Region,No Country
T 3 151145,Bond,UNITED STATES,T 3 11/15/45,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,North America,US
TELEFO 1.528 170125 S,Bond,TELEFONICA S A,TELEFO 1.528 01/17/25,Communication Services,Telecommunication Services,Telecommunication Services,Telecommunication Services,Western Europe,ES
TELEFO 1.715 120128 S,Bond,TELEFONICA S A,TELEFO 1.715 01/12/28,Communication Services,Telecommunication Services,Telecommunication Services,Telecommunication Services,Western Europe,ES
TELEFO 1.93 171031 S,Bond,No Issuer,TELEFO 1.93 10/17/31,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
TELEFO 2.318 171028 S,Bond,No Issuer,TELEFO 2.318 10/17/28,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
TELEFO 2.932 171029 S,Bond,No Issuer,TELEFO 2.932 10/17/29,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
TELEFO 3.987 230123 S,Bond,Telefonica Emisiones SAU,TELEFO 3.987 01/23/23,Communication Services,Communication Services,Communication Services,Communication Services,Western Europe,ES
TELIAS 3 070927 S,Bond,TELIASONERA AB,TELIAS 3 09/07/27,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
TELNO 0.75 310526 S,Bond,Telenor ASA,TELNO 0 3/4 05/31/26,Communication Services,Communication Services,Communication Services,Communication Services,Western Europe,NO
TELNO 1.125 310529 S,Bond,Telenor ASA,TELNO 1 1/8 05/31/29,Communication Services,Communication Services,Communication Services,Communication Services,Western Europe,NO
TENN 0.5 301140 S,Bond,TENNET HLDG BV,TENN 0 1/2 11/30/40,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,Western Europe,NL
TENN 0.875 030630 S,Bond,TENNET HLDG BV,TENN 0 7/8 06/03/30,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,Western Europe,NL
TENN 1 130626 S,Bond,TENNET HLDG BV,TENN 1 06/13/26,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,Western Europe,NL
TENN 1.5 030639 S,Bond,TENNET HLDG BV,TENN 1 1/2 06/03/39,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,Western Europe,NL
TENN 1.75 040627 S,Bond,TENNET HLDG BV,TENN 1 3/4 06/04/27,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,Western Europe,NL
TENN VAR 221069 S,Bond,TENNET HLDG BV,TENN 2.374 PERP,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,Western Europe,NL
TEVA 1.625 151028 S,Bond,No Issuer,TEVA 1 5/8 10/15/28,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
TII 0.75 150245,Bond,UNITED STATES,TII 0 3/4 02/15/45,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,North America,US
TMO 1.375 120928,Bond,THERMO FISHER SCIENTIFIC INC,TMO 1 3/8 09/12/28,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
TOTAL 0.75 120728 S,Bond,TOTAL CAPITAL INTL SA,TOTAL 0 3/4 07/12/28,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
TOTAL 2 1/8 09/18/29 FL,Bond,TOTAL CAP CANADA LTD,TOTAL 2 1/8 09/18/29 FL - TOTAL 2 1/8 09/18/29,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
TOTAL 2.125 180929 S,Bond,TOTAL CAP CANADA LTD,TOTAL 2.125 180929 S - TOTAL 2 1/8 09/18/29,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
TOYOTA 2.15 130230,Bond,TOYOTA MTR CR CORP,TOYOTA 2.15 02/13/30,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,North America,US
TRB 9% 3/17,Bond,TURKEY,Turkey --- 9% 2012-08.03.17,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,UNKNOWN_REGION,TR
TRB FRN 2/14,Bond,TURKEY,Turkey --- FRN 2007-26.02.14,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,UNKNOWN_REGION,TR
TRNIM 0.75 240732 S,Bond,TERNA RETE ELETTRICA NAZ S PER AZIO,TRNIM 0 3/4 07/24/32,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,Western Europe,IT
TRNIM 1 100426 S,Bond,TERNA RETE ELETTRICA NAZ S PER AZIO,TRNIM 1 04/10/26,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,Western Europe,IT
TRNIM 1 111028 S,Bond,TERNA RETE ELETTRICA NAZ S PER AZIO,TRNIM 1 10/11/28,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
TRNIM 1 230723 S,Bond,TERNA RETE ELETTRICA NAZ S PER AZIO,TRNIM 1 07/23/23,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,Western Europe,IT
TTEFP 1.375 190325 S,Bond,TOTAL CAP INTL,TTEFP 1 3/8 03/19/25,Energy,Energy,"Oil, Gas & Consumable Fuels","Oil, Gas & Consumable Fuels",Western Europe,FR
TURKGB 3 060121,Bond,TURKEY,TURKGB 3 01/06/21,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,UNKNOWN_REGION,TR
TURKGB 3.5 200219,Bond,TURKEY,TURKGB 3 1/2 02/20/19,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,UNKNOWN_REGION,TR
UBS 0.625 230123 S,Bond,UBS AG,UBS 0 5/8 01/23/23,Financials,Financials,Financials,Financials,Western Europe,CH
UBS 1.125 300620 S,Bond,UBS AG,UBS 1 1/8 06/30/20,Financials,Financials,Financials,Financials,Western Europe,CH
UBS 1.25 030921 S,Bond,UBS AG,UBS 1 1/4 09/03/21,Financials,Financials,Financials,Financials,Western Europe,CH
UBS VAR 170425 S,Bond,DUBAI DOF WAKALA SUKUK 1,UBS 1 1/4 04/17/25,Financials,Financials,Financials,Financials,Western Europe,CH
UKT 1 070917 S,Bond,UNITED KINGDOM,UKT 1 09/07/17,Utilities,Utilities,Independent Power and Renewable Electricity Produc,Independent Power and Renewable Electricity Produc,Western Europe,GB
UKT 1.25 220718 S,Bond,UNITED KINGDOM,UKT 1 1/4 07/22/18,Utilities,Utilities,Independent Power and Renewable Electricity Produc,Independent Power and Renewable Electricity Produc,Western Europe,GB
UKT 1.5 220121 S,Bond,UNITED KINGDOM,UKT 1 1/2 01/22/21,Utilities,Utilities,Independent Power and Renewable Electricity Produc,Independent Power and Renewable Electricity Produc,Western Europe,GB
UKT 1.75 070922 S,Bond,UNITED KINGDOM,UKT 1 3/4 09/07/22,Utilities,Utilities,Independent Power and Renewable Electricity Produc,Independent Power and Renewable Electricity Produc,Western Europe,GB
UKT 1.75 220719 S,Bond,UNITED KINGDOM,UKT 1 3/4 07/22/19,Utilities,Utilities,Independent Power and Renewable Electricity Produc,Independent Power and Renewable Electricity Produc,Western Europe,GB
UKT 2 070925 S,Bond,UNITED KINGDOM,UKT 2 09/07/25,Utilities,Utilities,Independent Power and Renewable Electricity Produc,Independent Power and Renewable Electricity Produc,Western Europe,GB
UKT 2 220720 S,Bond,UNITED KINGDOM,UKT 2 07/22/20,Utilities,Utilities,Independent Power and Renewable Electricity Produc,Independent Power and Renewable Electricity Produc,Western Europe,GB
UKT 2.25 070923 S,Bond,UNITED KINGDOM,UKT 2 1/4 09/07/23,Utilities,Utilities,Independent Power and Renewable Electricity Produc,Independent Power and Renewable Electricity Produc,Western Europe,GB
UKT 2.75 070924 S,Bond,UNITED KINGDOM,UKT 2 3/4 09/07/24,Utilities,Utilities,Independent Power and Renewable Electricity Produc,Independent Power and Renewable Electricity Produc,Western Europe,GB
UKT 3.5 220145 S,Bond,UNITED KINGDOM,UKT 3 1/2 01/22/45,Utilities,Utilities,Independent Power and Renewable Electricity Produc,Independent Power and Renewable Electricity Produc,Western Europe,GB
UKT 3.5 220768 S,Bond,UNITED KINGDOM,UKT 3 1/2 07/22/68,Utilities,Utilities,Independent Power and Renewable Electricity Produc,Independent Power and Renewable Electricity Produc,Western Europe,GB
UKT 3.75 070919 S,Bond,UNITED KINGDOM,UKT 3 3/4 09/07/19,Utilities,Utilities,Independent Power and Renewable Electricity Produc,Independent Power and Renewable Electricity Produc,Western Europe,GB
UKT 3.75 070921 S,Bond,UNITED KINGDOM,UKT 3 3/4 09/07/21,Utilities,Utilities,Independent Power and Renewable Electricity Produc,Independent Power and Renewable Electricity Produc,Western Europe,GB
UKT 4 070916 S,Bond,UNITED KINGDOM,UKT 4 09/07/16,Utilities,Utilities,Independent Power and Renewable Electricity Produc,Independent Power and Renewable Electricity Produc,Western Europe,GB
UKT 4.25 070336 S,Bond,UNITED KINGDOM,UKT 4 1/4 03/07/36,Utilities,Utilities,Independent Power and Renewable Electricity Produc,Independent Power and Renewable Electricity Produc,Western Europe,GB
UKT 4.25 070632 S,Bond,UNITED KINGDOM,UKT 4 1/4 06/07/32,Utilities,Utilities,Independent Power and Renewable Electricity Produc,Independent Power and Renewable Electricity Produc,Western Europe,GB
UKT 4.25 071227 S,Bond,UNITED KINGDOM,UKT 4 1/4 12/07/27,Utilities,Utilities,Independent Power and Renewable Electricity Produc,Independent Power and Renewable Electricity Produc,Western Europe,GB
UKT 4.25 071240 S,Bond,UNITED KINGDOM,UKT 4 1/4 12/07/40,Utilities,Utilities,Independent Power and Renewable Electricity Produc,Independent Power and Renewable Electricity Produc,Western Europe,GB
UKT 4.25 071255 S,Bond,UNITED KINGDOM,UKT 4 1/4 12/07/55,Utilities,Utilities,Independent Power and Renewable Electricity Produc,Independent Power and Renewable Electricity Produc,Western Europe,GB
UKT 4.5 070934 S,Bond,UNITED KINGDOM,UKT 4 1/2 09/07/34,Utilities,Utilities,Independent Power and Renewable Electricity Produc,Independent Power and Renewable Electricity Produc,Western Europe,GB
UKT 4.75 071230 S,Bond,UNITED KINGDOM,UKT 4 3/4 12/07/30,Utilities,Utilities,Independent Power and Renewable Electricity Produc,Independent Power and Renewable Electricity Produc,Western Europe,GB
UKT 5 070325 S,Bond,UNITED KINGDOM,UKT 5 03/07/25,Utilities,Utilities,Independent Power and Renewable Electricity Produc,Independent Power and Renewable Electricity Produc,Western Europe,GB
UKT 8% 6/21,Bond,UNITED KINGDOM,UK 8% Treasury Stock 1996-7.6.21,Utilities,Utilities,Independent Power and Renewable Electricity Produc,Independent Power and Renewable Electricity Produc,Western Europe,GB
UKTB ZC 130616,Bond,UNITED KINGDOM,UKTB 0 06/13/16,Utilities,Utilities,Independent Power and Renewable Electricity Produc,Independent Power and Renewable Electricity Produc,Western Europe,GB
UKTB ZC 150816,Bond,UNITED KINGDOM,UKTB 0 08/15/16,Utilities,Utilities,Independent Power and Renewable Electricity Produc,Independent Power and Renewable Electricity Produc,Western Europe,GB
UKTB ZC 230516,Bond,UNITED KINGDOM,UKTB 0 05/23/16,Utilities,Utilities,Independent Power and Renewable Electricity Produc,Independent Power and Renewable Electricity Produc,Western Europe,GB
UKTB ZC 250116,Bond,UNITED KINGDOM,UKTB 0 01/25/16,Utilities,Utilities,Independent Power and Renewable Electricity Produc,Independent Power and Renewable Electricity Produc,Western Europe,GB
UKTB ZC 250716,Bond,UNITED KINGDOM,UKTB 0 07/25/16,Utilities,Utilities,Independent Power and Renewable Electricity Produc,Independent Power and Renewable Electricity Produc,Western Europe,GB
UKTB ZC 270616,Bond,UNITED KINGDOM,UKTB 0 06/27/16,Utilities,Utilities,Independent Power and Renewable Electricity Produc,Independent Power and Renewable Electricity Produc,Western Europe,GB
UKTB ZC 290316,Bond,UNITED KINGDOM,UKTB 0 03/29/16,Utilities,Utilities,Independent Power and Renewable Electricity Produc,Independent Power and Renewable Electricity Produc,Western Europe,GB
UKTI 0.125 100828 S,Bond,No Issuer,UKTI 0 1/8 08/10/28,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,Western Europe,GB
UKTI 0.125 100841 S,Bond,No Issuer,UKTI 0 1/8 08/10/41,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,Western Europe,GB
UKTI 0.125 100848 S,Bond,No Issuer,UKTI 0 1/8 08/10/48,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,Western Europe,GB
UKTI 0.125 220373 S,Bond,No Issuer,UKTI 0 1/8 03/22/2073,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,Western Europe,GB
UKTI 0.625 221142 S,Bond,UNITED KINGDOM,UKTI 0 5/8 11/22/42,Utilities,Utilities,Independent Power and Renewable Electricity Produc,Independent Power and Renewable Electricity Produc,Western Europe,GB
ULFP 1.375 150430 S,Bond,UNIBAIL RODAMCO SE,ULFP 1 3/8 04/15/30,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
ULFP 1.5 220228 S,Bond,UNIBAIL RODAMCO SE,ULFP 1 1/2 02/22/28,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
UNANA 1.125 290428 S,Bond,UNILEVER N V,UNANA 1 1/8 04/29/28,Consumer Discretionary,Consumer Discretionary,Consumer Discretionary,Consumer Discretionary,No Region,No Country
UPS 1 151128,Bond,UTD PARCEL SVC INC,UPS 1 11/15/28,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
UQA VAR 091035 S,Bond,UNIQA INS GROUP AG,UQA 3 1/4 10/09/35,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,Western Europe,AT
US OTR 10Y,Bond,No Issuer,US OTR 10Y,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,North America,US
US OTR 1M,Bond,No Issuer,US OTR 1M,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,North America,US
US OTR 1Y,Bond,No Issuer,US OTR 1Y,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,North America,US
US OTR 2M,Bond,No Issuer,US OTR 2M,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,North America,US
US OTR 2Y,Bond,No Issuer,US OTR 2Y,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,North America,US
US OTR 30Y,Bond,No Issuer,US OTR 30Y,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,North America,US
US OTR 3M,Bond,No Issuer,US OTR 3M,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,North America,US
US OTR 3Y,Bond,No Issuer,US OTR 3Y,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,North America,US
US OTR 5Y,Bond,No Issuer,US OTR 5Y,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,North America,US
US OTR 6M,Bond,No Issuer,US OTR 6M,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,North America,US
US OTR 7Y,Bond,No Issuer,US OTR 7Y,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,North America,US
USD FIXED CALLABLE BOND,Bond,AB VOLVO,USD FIXED CALLABLE BOND,Industrials,Industrials,Industrials,Industrials,No Region,No Country
UST 0.875% 1/17,Bond,UNITED STATES,UST 0.875% 1/17 - US T Note 0.875% 2012-31.1.17,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,North America,US
UST 0.875% 1/17 SINKING,Bond,UNITED STATES,UST 0.875% 1/17 SINKING - US T Note 0.875% 2012-31.1.17,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,North America,US
UST 4.5% 2/36,Bond,UNITED STATES,US T Bond 4 1/2% 2006-15.2.36,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,North America,US
Unknown Bond Product,Bond,Unknown Product Issuer,Unknown Bond Product Description,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,Unknown Product Region,Unknown Product Country
VATFAL 0.05 151025 S,Bond,VATTENFALL,VATFAL 0.05 10/15/25,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,Western Europe,SE
VATFAL 0.125 120229 S,Bond,VATTENFALL,VATFAL 0 1/8 02/12/29,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,Western Europe,SE
VDP 0.0 200720,Bond,No Issuer,VDP EUCP 0 07/20/20,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,Western Europe,FR
VIEFP 0.927 040129 S,Bond,VEOLIA ENVIRONNEMENT,VIEFP 0.927 01/04/29,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
VIEFP 1.59 100128 S,Bond,VEOLIA ENVIRONNEMENT,VIEFP 1.59 01/10/28,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
VOD 1 110920 S,Bond,Vodafone Gp PLC,VOD 1 09/11/20,Communication Services,Communication Services,Communication Services,Communication Services,Western Europe,GB
VOD 1.6 290731 S,Bond,VODAFONE GP PLC,VOD 1.6 07/29/31,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
VW 1.125 021023 S,Bond,Volkswagen AG,VW 1 1/8 10/02/23,Consumer Staples,Consumer Staples,Consumer Staples,Consumer Staples,Western Europe,NL
VW 1.625 160130 S,Bond,VOLKSWAGEN INTL FIN NV,VW 1 5/8 01/16/30,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
VW 1.875 300327 S,Bond,Volkswagen AG,VW 1 7/8 03/30/27,Consumer Staples,Consumer Staples,Consumer Staples,Consumer Staples,Western Europe,NL
VW 2 140120 S,Bond,Volkswagen Intl Fin N V,VW 2 01/14/20,Consumer Staples,Consumer Staples,Consumer Staples,Consumer Staples,Western Europe,NL
VW 2.625 150124 S,Bond,Volkswagen Leasing Gmbh,VW 2 5/8 01/15/24,Financials,Financials,Financials,Financials,Western Europe,DE
VW VAR 200366 S,Bond,VOLKSWAGEN INTL FIN NV,VW 3 1/2 PERP,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
VZ 1.375 021128,Bond,VERIZON COMMS INC,VZ 1 3/8 11/02/28,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
VZ 2.625 011231,Bond,VERIZON COMMS INC,VZ 2 5/8 12/01/31,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
WIT UST 2016MAY,Bond,No Issuer,WIT UST 2016MAY,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
WMT 4.875 210929,Bond,WAL MART STORES INC,WMT 4 7/8 09/21/29,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
